Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-586703630-612x612.jpg,236.25,234.5,215.7,41.13,41.38,75.31,11.04,32.71,238.75,22.18,67.49,36.05,-2.66,-2.23,-1.73,7.14,4.74,1.49
istockphoto-586703630-612x612.jpg,236.25,234.5,215.7,41.13,41.38,75.31,11.04,32.71,238.75,22.18,67.49,36.05,-2.66,-2.23,-1.73,7.14,4.74,1.49
istockphoto-89897437-612x612.jpg,233.64,222.26,212.79,43.89,58.86,75.0,13.71,28.94,234.07,33.37,65.83,43.27,-2.33,-1.77,-1.63,5.09,2.09,1.29
istockphoto-89897437-612x612.jpg,233.64,222.26,212.79,43.89,58.86,75.0,13.71,28.94,234.07,33.37,65.83,43.27,-2.33,-1.77,-1.63,5.09,2.09,1.29
istockphoto-91830998-612x612.jpg,214.08,210.32,200.3,66.85,71.91,85.68,10.8,33.31,215.09,21.69,58.21,65.39,-1.28,-1.22,-1.08,0.1,-0.07,-0.59
istockphoto-91830998-612x612.jpg,214.08,210.32,200.3,66.85,71.91,85.68,10.8,33.31,215.09,21.69,58.21,65.39,-1.28,-1.22,-1.08,0.1,-0.07,-0.59
istockphoto-92364805-612x612.jpg,219.91,218.2,204.46,56.25,57.08,77.74,19.08,31.86,221.13,20.54,61.81,54.13,-1.69,-1.55,-1.4,1.64,1.1,0.41
istockphoto-92364805-612x612.jpg,219.91,218.2,204.46,56.25,57.08,77.74,19.08,31.86,221.13,20.54,61.81,54.13,-1.69,-1.55,-1.4,1.64,1.1,0.41
istockphoto-96777024-612x612.jpg,220.07,225.5,206.69,61.93,54.41,77.92,19.48,34.54,226.09,29.2,60.36,54.06,-1.76,-1.93,-1.33,2.04,2.89,0.3
istockphoto-96777024-612x612.jpg,220.07,225.5,206.69,61.93,54.41,77.92,19.48,34.54,226.09,29.2,60.36,54.06,-1.76,-1.93,-1.33,2.04,2.89,0.3
