Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-887973968-612x612.jpg,225.79,227.11,175.34,43.96,35.97,94.43,16.58,71.14,229.29,21.3,87.62,34.14,-2.14,-1.15,-0.51,5.2,0.69,-1.53
istockphoto-887973968-612x612.jpg,225.79,227.11,175.34,43.96,35.97,94.43,16.58,71.14,229.29,21.3,87.62,34.14,-2.14,-1.15,-0.51,5.2,0.69,-1.53
istockphoto-891632100-612x612.jpg,237.51,236.06,204.15,30.55,32.45,78.87,11.48,43.75,237.74,16.08,69.72,30.19,-1.94,-1.87,-1.09,3.61,3.49,-0.58
istockphoto-891632100-612x612.jpg,237.51,236.06,204.15,30.55,32.45,78.87,11.48,43.75,237.74,16.08,69.72,30.19,-1.94,-1.87,-1.09,3.61,3.49,-0.58
istockphoto-948034382-612x612.jpg,239.65,236.13,214.06,33.82,41.16,84.94,6.93,37.32,239.69,16.91,80.42,33.82,-2.26,-2.17,-1.72,4.62,3.94,1.15
istockphoto-948034382-612x612.jpg,239.65,236.13,214.06,33.82,41.16,84.94,6.93,37.32,239.69,16.91,80.42,33.82,-2.26,-2.17,-1.72,4.62,3.94,1.15
istockphoto-98261151-612x612.jpg,239.12,231.93,215.71,26.07,37.92,65.13,7.39,30.34,239.14,14.17,54.12,26.07,-1.67,-1.43,-1.3,2.39,0.68,-0.02
istockphoto-98261151-612x612.jpg,239.12,231.93,215.71,26.07,37.92,65.13,7.39,30.34,239.14,14.17,54.12,26.07,-1.67,-1.43,-1.3,2.39,0.68,-0.02
istockphoto-98430804-612x612.jpg,246.55,240.77,216.05,19.82,28.61,73.09,7.65,35.72,246.59,16.88,68.25,19.82,-2.88,-2.07,-1.47,10.21,4.17,0.32
istockphoto-98430804-612x612.jpg,246.55,240.77,216.05,19.82,28.61,73.09,7.65,35.72,246.59,16.88,68.25,19.82,-2.88,-2.07,-1.47,10.21,4.17,0.32
istockphoto-998836878-612x612.jpg,220.17,219.06,190.14,53.19,54.68,91.46,11.6,51.88,220.72,16.95,78.66,52.36,-1.31,-1.31,-0.9,0.43,0.47,-0.95
istockphoto-998836878-612x612.jpg,220.17,219.06,190.14,53.19,54.68,91.46,11.6,51.88,220.72,16.95,78.66,52.36,-1.31,-1.31,-0.9,0.43,0.47,-0.95
